施設ID,施設GID,施設FID
ChIJMwe0IlLbGGAR8Xy12NsvPCs,ChIJMwe0IlLbGGAR8Xy12NsvPCs,0x6018db5222b40733:0x2b3c2fdbd8b57cf1
ChIJBxkGHf0MAWAR35HixRVkFgY,ChIJBxkGHf0MAWAR35HixRVkFgY,0x60010cfd1d061907:0x6166415c5e291df
ChIJf2Wnn5kIAWAR882pbh8Z4Jw,ChIJf2Wnn5kIAWAR882pbh8Z4Jw,0x600108999fa7657f:0x9ce0191f6ea9cdf3
ChIJCYEVibuJGGARu-_7Ch9kJQI,ChIJCYEVibuJGGARu-_7Ch9kJQI,0x601889bb89158109:0x225641f0afbefbb
ChIJVVWhqGkzAWARE8lSt9pxQ2s,ChIJVVWhqGkzAWARE8lSt9pxQ2s,0x60013369a8a15555:0x6b4371dab752c913
ChIJJWr6osvfAGAReE_5KUJ8j18,ChIJJWr6osvfAGAReE_5KUJ8j18,0x6000dfcba2fa6a25:0x5f8f7c4229f94f78
ChIJ6xINgtuYA2AR_oQquIKtrP8,ChIJ6xINgtuYA2AR_oQquIKtrP8,0x600398db820d12eb:0xffacad82b82a84fe
ChIJ9f0kzRr7G2ARHvABaIwBqfM,ChIJ9f0kzRr7G2ARHvABaIwBqfM,0x601bfb1acd24fdf5:0xf3a9018c6801f01e
ChIJ5TorjF7FGGARBCbWOibFUQg,ChIJ5TorjF7FGGARBCbWOibFUQg,0x6018c55e8c2b3ae5:0x851c5263ad62604
ChIJS4rAyCOJQTURsfBT2bOeouA,ChIJS4rAyCOJQTURsfBT2bOeouA,0x35418923c8c08a4b:0xe0a29eb3d953f0b1
ChIJ88o4waFrQykRy657cac_KMg,ChIJ88o4waFrQykRy657cac_KMg,0x29436ba1c138caf3:0xc8283fa7717baecb
ChIJY7DlKBBXbV8RWuR4L0DfA0s,ChIJY7DlKBBXbV8RWuR4L0DfA0s,0x5f6d571028e5b063:0x4b03df402f78e45a
ChIJO6AjB1IiLagRcaEnbzPaZJs,ChIJO6AjB1IiLagRcaEnbzPaZJs,0xa82d22520723a03b:0x9b64da336f27a171
ChIJu9XrzZ-zA2ARapiHxeoZT6o,ChIJu9XrzZ-zA2ARapiHxeoZT6o,0x6003b39fcdebd5bb:0xaa4f19eac587986a
ChIJPUhQHD-Fil8RnvEP6v_PjHk,ChIJPUhQHD-Fil8RnvEP6v_PjHk,0x5f8a853f1c50483d:0x798ccfffea0ff19e
ChIJ3TtNmeX2UqIRQp5KpVRE7zc,ChIJ3TtNmeX2UqIRQp5KpVRE7zc,0xa252f6e5994d3bdd:0x37ef4454a54a9e42
ChIJo-5GR4v9GGARfXwkX1fTmBM,ChIJo-5GR4v9GGARfXwkX1fTmBM,0x6018fd8b4746eea3:0x1398d3575f247c7d
ChIJs3Yk2BIrRSMR9QhGZaL1CTs,ChIJs3Yk2BIrRSMR9QhGZaL1CTs,0x23452b12d82476b3:0x3b09f5a2654608f5
ChIJu5iOIUQVUTURiygicPn3FKY,ChIJu5iOIUQVUTURiygicPn3FKY,0x35511544218e98bb:0xa614f7f97022288b
ChIJSUnvB1XfGmAR_uL4Ubj1XZc,ChIJSUnvB1XfGmAR_uL4Ubj1XZc,0x601adf5507ef4949:0x975df5b851f8e2fe
ChIJr8WEBejJ9F8RNeqxeNe7nyw,ChIJr8WEBejJ9F8RNeqxeNe7nyw,0x5ff4c9e80584c5af:0x2c9fbbd778b1ea35
ChIJjS6q5ScqC18R9Q_onaYY26w,ChIJjS6q5ScqC18R9Q_onaYY26w,0x5f0b2a27e5aa2e8d:0xacdb18a69de80ff5
ChIJb3EgER-RBGARtYPpjOImG2Q,ChIJb3EgER-RBGARtYPpjOImG2Q,0x6004911f1120716f:0x641b26e28ce983b5
ChIJIdTAEQ0qC18RlYgv4_sIbfU,ChIJIdTAEQ0qC18RlYgv4_sIbfU,0x5f0b2a0d11c0d421:0xf56d08fbe32f8895
ChIJg_5z1Cz6G2AREgo75v1QQCU,ChIJg_5z1Cz6G2AREgo75v1QQCU,0x601bfa2cd473fe83:0x254050fde63b0a12
ChIJNzDWMz77G2ARxn2ud2Aaxxs,ChIJNzDWMz77G2ARxn2ud2Aaxxs,0x601bfb3e33d63037:0x1bc71a6077ae7dc6
ChIJ08vrewvxsC8REpQEeXysoZY,ChIJ08vrewvxsC8REpQEeXysoZY,0x2fb0f10b7bebcbd3:0x96a1ac7c79049412
ChIJoUCc9U-3FW0RfHRFHSV_z8Q,ChIJoUCc9U-3FW0RfHRFHSV_z8Q,0x6d15b74ff59c40a1:0xc4cf7f251d45747c
ChIJuyguYHmfWjUR-_wNieyXjZk,ChIJuyguYHmfWjUR-_wNieyXjZk,0x355a9f79602e28bb:0x998d97ec890dfcfb
ChIJMbC0iUEWUTURLsD02YMrX_s,ChIJMbC0iUEWUTURLsD02YMrX_s,0x3551164189b4b031:0xfb5f2b83d9f4c02e
ChIJMSSQB8vlAGAR_CFOUpTj_Mo,ChIJMSSQB8vlAGAR_CFOUpTj_Mo,0x6000e5cb07902431:0xcafce394524e21fc
ChIJc8DN8EddPjURlkaMN-C5IR0,ChIJc8DN8EddPjURlkaMN-C5IR0,0x353e5d47f0cdc073:0x1d21b9e0378c4696
ChIJa_q-bDvBGGARv4Kdbd9hvC0,ChIJa_q-bDvBGGARv4Kdbd9hvC0,0x6018c13b6cbefa6b:0x2dbc61df6d9d82bf
ChIJ5_vBUZvFAGARtvy7FldlFS4,ChIJ5_vBUZvFAGARtvy7FldlFS4,0x6000c59b51c1fbe7:0x2e15655716bbfcb6
ChIJ5e_n-hs9eU0RKSGlnBsFeNA,ChIJ5e_n-hs9eU0RKSGlnBsFeNA,0x4d793d1bfae7efe5:0xd078051b9ca52129
ChIJV_ARBKjxGGAR_htt8KsEviY,ChIJV_ARBKjxGGAR_htt8KsEviY,0x6018f1a80411f057:0x26be04abf06d1bfe
ChIJwTfytCNqZEoRNjYDtkTtzAE,ChIJwTfytCNqZEoRNjYDtkTtzAE,0x4a646a23b4f237c1:0x1cced44b6033636
ChIJ8127_WrjAGARCW4FPwcrEyo,ChIJ8127_WrjAGARCW4FPwcrEyo,0x6000e36afdbb5df3:0x2a132b073f056e09
ChIJswowpgNLm18RfoOCwcRI8c8,ChIJswowpgNLm18RfoOCwcRI8c8,0x5f9b4b03a6300ab3:0xcff148c4c182837e
ChIJLWemQbRwA2ARzH1AhadpM3o,ChIJLWemQbRwA2ARzH1AhadpM3o,0x600370b441a6672d:0x7a3369a785407dcc
ChIJTSP9hOybBGARowO9V3loqyM,ChIJTSP9hOybBGARowO9V3loqyM,0x60049bec84fd234d:0x23ab687957bd03a3
ChIJS8a2wlVxBqkRQ4BEBc0mRKo,ChIJS8a2wlVxBqkRQ4BEBc0mRKo,0xa9067155c2b6c64b:0xaa4426cd05448043
ChIJq6o2QiVeGGAR5P_2UwEvkRU,ChIJq6o2QiVeGGAR5P_2UwEvkRU,0x60185e254236aaab:0x15912f0153f6ffe4
ChIJO7xT2SqNGGARU6afrQVjEHo,ChIJO7xT2SqNGGARU6afrQVjEHo,0x60188d2ad953bc3b:0x7a106305ad9fa653
ChIJg-TEbrBELSMRhIzFZ9sb4uk,ChIJg-TEbrBELSMRhIzFZ9sb4uk,0x232d44b06ec4e483:0xe9e21bdb67c58c84
ChIJqQDtEPqhA2AR5CRP1vmr9bk,ChIJqQDtEPqhA2AR5CRP1vmr9bk,0x6003a1fa10ed00a9:0xb9f5abf9d64f24e4
ChIJO81oBsUDAWARqB_DiYyl-C0,ChIJO81oBsUDAWARqB_DiYyl-C0,0x600103c50668cd3b:0x2df8a58c89c31fa8
ChIJ_4Uh8mrDj18RA8N8xY6r_Xs,ChIJ_4Uh8mrDj18RA8N8xY6r_Xs,0x5f8fc36af22185ff:0x7bfdab8ec57cc303
ChIJe4mzYWVBVzURvCJ0HXHf2XA,ChIJe4mzYWVBVzURvCJ0HXHf2XA,0x3557416561b3897b:0x70d9df711d7422bc
ChIJRWQrXPtrBGARB1ajdWdhhBA,ChIJRWQrXPtrBGARB1ajdWdhhBA,0x60046bfb5c2b6445:0x1084616775a35607
ChIJK07B3xfrGGARYCk6sRVGYCg,ChIJK07B3xfrGGARYCk6sRVGYCg,0x6018eb17dfc14e2b:0x28604615b13a2960
ChIJQQIaEV71GGARuYVPaTzuh-4,ChIJQQIaEV71GGARuYVPaTzuh-4,0x6018f55e111a0241:0xee87ee3c694f85b9
ChIJEbnujTQPHWARkkvcbcKV-Xw,ChIJEbnujTQPHWARkkvcbcKV-Xw,0x601d0f348deeb911:0x7cf995c26ddc4b92
ChIJVXZ1DHaNGGARJWMfsvh_Qdg,ChIJVXZ1DHaNGGARJWMfsvh_Qdg,0x60188d760c757655:0xd8417ff8b21f6325
ChIJxfrkwawdAWARURt23YJqPHw,ChIJxfrkwawdAWARURt23YJqPHw,0x60011dacc1e4fac5:0x7c3c6a82dd761b51
ChIJj35VZ_eLGGARJ_TVJleFz04,ChIJj35VZ_eLGGARJ_TVJleFz04,0x60188bf767557e8f:0x4ecf855726d5f427
ChIJcZ6_G6TZAGARzDuOXBsFv9E,ChIJcZ6_G6TZAGARzDuOXBsFv9E,0x6000d9a41bbf9e71:0xd1bf051b5c8e3bcc
ChIJHQU_sLddGGARex7417oeUzg,ChIJHQU_sLddGGARex7417oeUzg,0x60185db7b03f051d:0x38531ebad7f81e7b
ChIJ9wA9yHmAGGARdl_CSLCX7dw,ChIJ9wA9yHmAGGARdl_CSLCX7dw,0x60188079c83d00f7:0xdced97b048c25f76
ChIJ2S7ONes70UMR102RpZ-1yGY,ChIJ2S7ONes70UMR102RpZ-1yGY,0x43d13beb35ce2ed9:0x66c8b59fa5914dd7
ChIJB_Ry7m_zAGARiE30HroYqMg,ChIJB_Ry7m_zAGARiE30HroYqMg,0x6000f36fee72f407:0xc8a818ba1ef44d88
ChIJ96Sy-XplA2ARrdQOmh7BVPw,ChIJ96Sy-XplA2ARrdQOmh7BVPw,0x6003657af9b2a4f7:0xfc54c11e9a0ed4ad
ChIJ7yrKL9yzA2ARfakOx7xbscg,ChIJ7yrKL9yzA2ARfakOx7xbscg,0x6003b3dc2fca2aef:0xc8b15bbcc70ea97d
ChIJL5-2xtrdAGARYxQ2BtalTmQ,ChIJL5-2xtrdAGARYxQ2BtalTmQ,0x6000dddac6b69f2f:0x644ea5d606361463
ChIJPYl5Aghxil8RMWA7j29E-6o,ChIJPYl5Aghxil8RMWA7j29E-6o,0x5f8a71080279893d:0xaafb446f8f3b6031
ChIJzzxTE_h3ImARIYNq5IZIcl4,ChIJzzxTE_h3ImARIYNq5IZIcl4,0x602277f813533ccf:0x5e724886e46a8321
ChIJ__8_xe2--F8Rla6vybsjq0g,ChIJ__8_xe2--F8Rla6vybsjq0g,0x5ff8beedc53fffff:0x48ab23bbc9afae95
ChIJrd7YgyGPGGARw_5rNhwXKuA,ChIJrd7YgyGPGGARw_5rNhwXKuA,0x60188f2183d8dead:0xe02a171c366bfec3
ChIJ_3qKCvePAGARnLr2SGxiZHk,ChIJ_3qKCvePAGARnLr2SGxiZHk,0x60008ff70a8a7aff:0x7964626c48f6ba9c
ChIJVVVVlURnPjURgNqDKLkwcVs,ChIJVVVVlURnPjURgNqDKLkwcVs,0x353e674495555555:0x5b7130b92883da80
ChIJWTlVPvTlGGARD2A0Z-_SsKw,ChIJWTlVPvTlGGARD2A0Z-_SsKw,0x6018e5f43e553959:0xacb0d2ef6734600f
ChIJJ-mvVEMFHWARuaZxOabj_og,ChIJJ-mvVEMFHWARuaZxOabj_og,0x601d054354afe927:0x88fee3a63971a6b9
ChIJ5dd9rrVNGGAR57VyoCC293A,ChIJ5dd9rrVNGGAR57VyoCC293A,0x60184db5ae7dd7e5:0x70f7b620a072b5e7
ChIJvbXVS7HnAGARYyjJxhr-f48,ChIJvbXVS7HnAGARYyjJxhr-f48,0x6000e7b14bd5b5bd:0x8f7ffe1ac6c92863
ChIJ1ygp0veNGGAR-cIYSj7YAxo,ChIJ1ygp0veNGGAR-cIYSj7YAxo,0x60188df7d22928d7:0x1a03d83e4a18c2f9
ChIJD30klTqRQTURNr87eQHXGW0,ChIJD30klTqRQTURNr87eQHXGW0,0x3541913a95247d0f:0x6d19d701793bbf36
ChIJmZ5n6ayfRjURBEtQ7wRv8KI,ChIJmZ5n6ayfRjURBEtQ7wRv8KI,0x35469face9679e99:0xa2f06f04ef504b04
ChIJRzwMXxVbGGARi4mX8GJtxQ0,ChIJRzwMXxVbGGARi4mX8GJtxQ0,0x60185b155f0c3c47:0xdc56d62f097898b
ChIJaZxSCjJfGGARcYncyQYJCPk,ChIJaZxSCjJfGGARcYncyQYJCPk,0x60185f320a529c69:0xf9080906c9dc8971
ChIJ2VxLxGTHAGAR8gtmhN5B5bc,ChIJ2VxLxGTHAGAR8gtmhN5B5bc,0x6000c764c44b5cd9:0xb7e541de84660bf2
ChIJYyfDUErnAGARbM_QnXg7veM,ChIJYyfDUErnAGARbM_QnXg7veM,0x6000e74a50c32763:0xe3bd3b789dd0cf6c
ChIJ2TnozXTtGGARN45ziMH8q1M,ChIJ2TnozXTtGGARN45ziMH8q1M,0x6018ed74cde839d9:0x53abfcc188738e37
ChIJ41FjAwOgBGARXCHoMX4lCoE,ChIJ41FjAwOgBGARXCHoMX4lCoE,0x6004a003036351e3:0x810a257e31e8215c
ChIJ1aHJ5uZ2A2AR2GifHKfwnJY,ChIJ1aHJ5uZ2A2AR2GifHKfwnJY,0x600376e6e6c9a1d5:0x969cf0a71c9f68d8
ChIJ9bez7T2hA2ARxqJYbCfMLt0,ChIJ9bez7T2hA2ARxqJYbCfMLt0,0x6003a13dedb3b7f5:0xdd2ecc276c58a2c6
ChIJ_6cLOEDBGGAR4Xu6h2lsmVY,ChIJ_6cLOEDBGGAR4Xu6h2lsmVY,0x6018c140380ba7ff:0x56996c6987ba7be1
ChIJOeYGD6RkX4YRx-gp-UEkyh8,ChIJOeYGD6RkX4YRx-gp-UEkyh8,0x865f64a40f06e639:0x1fca2441f929e8c7
ChIJ9z17-JE7-WoR9092FtFo_QE,ChIJ9z17-JE7-WoR9092FtFo_QE,0x6af93b91f87b3df7:0x1fd68d116764ff7
ChIJfb2DcwqNAGARs4WRn2hyBSQ,ChIJfb2DcwqNAGARs4WRn2hyBSQ,0x60008d0a7383bd7d:0x240572689f9185b3
ChIJX5MuGsVnuawRj0URRdloJPM,ChIJX5MuGsVnuawRj0URRdloJPM,0xacb967c51a2e935f:0xf32468d94511458f
ChIJO7xT2SqNGGAR0j5Xqu4mIMA,ChIJO7xT2SqNGGAR0j5Xqu4mIMA,0x60188d2ad953bc3b:0xc02026eeaa573ed2
ChIJEQ0S_WVlA2ARSw86znP5MYs,ChIJEQ0S_WVlA2ARSw86znP5MYs,0x60036565fd120d11:0x8b31f973ce3a0f4b
ChIJ2Qx-Mj6fA2ARayUBb77jWAo,ChIJ2Qx-Mj6fA2ARayUBb77jWAo,0x60039f3e327e0cd9:0xa58e3be6f01256b
ChIJAQAEpyGsGWAROlDUZ-z3c8k,ChIJAQAEpyGsGWAROlDUZ-z3c8k,0x6019ac21a7040001:0xc973f7ec67d4503a
ChIJC0yQ1Nt5A2ARQ2QgFB2H4HM,ChIJC0yQ1Nt5A2ARQ2QgFB2H4HM,0x600379dbd4904c0b:0x73e0871d14206443
ChIJFRZi3pFR7UERa9zGMZq1oOs,ChIJFRZi3pFR7UERa9zGMZq1oOs,0x41ed5191de621615:0xeba0b59a31c6dc6b
ChIJE1ODjY3fGmARhQuL9OGgG5w,ChIJE1ODjY3fGmARhQuL9OGgG5w,0x601adf8d8d835313:0x9c1ba0e1f48b0b85
ChIJ8_JSaI3TBGARbyIJInQOa8k,ChIJ8_JSaI3TBGARbyIJInQOa8k,0x6004d38d6852f2f3:0xc96b0e742209226f
ChIJ8XlsSA47H2ARzMKKUz9YPZ0,ChIJ8XlsSA47H2ARzMKKUz9YPZ0,0x601f3b0e486c79f1:0x9d3d583f538ac2cc
ChIJf_U_XTcpC18RlXIUaiwkhss,ChIJf_U_XTcpC18RlXIUaiwkhss,0x5f0b29375d3ff57f:0xcb86242c6a147295
ChIJZeA8eDmNGGARwpqR3dofYwc,ChIJZeA8eDmNGGARwpqR3dofYwc,0x60188d39783ce065:0x7631fdadd919ac2
ChIJK2mxP1ZDe48RhIhijMOYJE4,ChIJK2mxP1ZDe48RhIhijMOYJE4,0x8f7b43563fb1692b:0x4e2498c38c628884
ChIJqT9NtRIptKoRMWvzkY_3Su8,ChIJqT9NtRIptKoRMWvzkY_3Su8,0xaab42912b54d3fa9:0xef4af78f91f36b31
ChIJG6ee27mLGGARzqEj1xoqGsI,ChIJG6ee27mLGGARzqEj1xoqGsI,0x60188bb9db9ea71b:0xc21a2a1ad723a1ce
ChIJxc-47RKNGGARoj3RcQQFieQ,ChIJxc-47RKNGGARoj3RcQQFieQ,0x60188d12edb8cfc5:0xe489050471d13da2
ChIJI3ykDd9rA2ARC5T5ji4c0C0,ChIJI3ykDd9rA2ARC5T5ji4c0C0,0x60036bdf0da47c23:0x2dd01c2e8ef9940b
ChIJFQmz5o3zGGARM9AM7Ee0Vhc,ChIJFQmz5o3zGGARM9AM7Ee0Vhc,0x6018f38de6b30915:0x1756b447ec0cd033
ChIJlU5RSOlXxiARXKxp8PI5Rdo,ChIJlU5RSOlXxiARXKxp8PI5Rdo,0x20c657e948514e95:0xda4539f2f069ac5c
ChIJ82ficRuLGGARVlCxka6OW3o,ChIJ82ficRuLGGARVlCxka6OW3o,0x60188b1b71e267f3:0x7a5b8eae91b15056
ChIJh_Bpn7GTGWARF--k8my21io,ChIJh_Bpn7GTGWARF--k8my21io,0x601993b19f69f087:0x2ad6b66cf2a4ef17
ChIJf4dWRVqhA2AR8taxLsB3LX0,ChIJf4dWRVqhA2AR8taxLsB3LX0,0x6003a15a4556877f:0x7d2d77c02eb1d6f2
ChIJ2Wi1C6JRGGARZTaYq5x-mdM,ChIJ2Wi1C6JRGGARZTaYq5x-mdM,0x601851a20bb568d9:0xd3997e9cab983665
ChIJ4wf7qIz9UTURBDITvnFdm3o,ChIJ4wf7qIz9UTURBDITvnFdm3o,0x3551fd8ca8fb07e3:0x7a9b5d71be133204
ChIJ8ZRGzfW0QTUReoU-atqiXcw,ChIJ8ZRGzfW0QTUReoU-atqiXcw,0x3541b4f5cd4694f1:0xcc5da2da6a3e857a
ChIJubylj7qmxEsROAaua-lSFXo,ChIJubylj7qmxEsROAaua-lSFXo,0x4bc4a6ba8fa5bcb9:0x7a1552e96bae0638
ChIJw_9vdmx3A2ARCxFoXiWGvbU,ChIJw_9vdmx3A2ARCxFoXiWGvbU,0x6003776c766fffc3:0xb5bd86255e68110b
ChIJhbYHN9l7A2AR7DYB5eF51Co,ChIJhbYHN9l7A2AR7DYB5eF51Co,0x60037bd93707b685:0x2ad479e1e50136ec
ChIJQabdUtfbAGAR4IA-YzqQ0tA,ChIJQabdUtfbAGAR4IA-YzqQ0tA,0x6000dbd752dda641:0xd0d2903a633e80e0
ChIJxagsmAExfIERbmLX47c0VrU,ChIJxagsmAExfIERbmLX47c0VrU,0x817c3101982ca8c5:0xb55634b7e3d7626e
ChIJ-Rt_ftqNGGARnqAVKOzqDQc,ChIJ-Rt_ftqNGGARnqAVKOzqDQc,0x60188dda7e7f1bf9:0x70deaec2815a09e
ChIJaQ4rkVDVVDURT-oSLY2FcvI,ChIJaQ4rkVDVVDURT-oSLY2FcvI,0x3554d550912b0e69:0xf272858d2d12ea4f
ChIJP-Z8tOABGWAROZVmx_tSu7Q,ChIJP-Z8tOABGWAROZVmx_tSu7Q,0x601901e0b47ce63f:0xb4bb52fbc7669539
ChIJkYNdEP2LGGARYWAHy8sPJsg,ChIJkYNdEP2LGGARYWAHy8sPJsg,0x60188bfd105d8391:0xc8260fcbcb076061
ChIJx7C4WtpeGGARYSbHsgMD1N0,ChIJx7C4WtpeGGARYSbHsgMD1N0,0x60185eda5ab8b0c7:0xddd40303b2c72661
ChIJq6qqquMfGWARt7978qGfkfE,ChIJq6qqquMfGWARt7978qGfkfE,0x60191fe3aaaaaaab:0xf1919fa1f27bbfb7
ChIJy_GGpn6zAGAR3oY373PzCcc,ChIJy_GGpn6zAGAR3oY373PzCcc,0x6000b37ea686f1cb:0xc709f373ef3786de
ChIJ8X3ytY9dGGARyCGIR0gFgqA,ChIJ8X3ytY9dGGARyCGIR0gFgqA,0x60185d8fb5f27df1:0xa0820548478821c8
ChIJ7x9LaRyMGGARtaG6YkNQSUk,ChIJ7x9LaRyMGGARtaG6YkNQSUk,0x60188c1c694b1fef:0x4949504362baa1b5
ChIJfwhBLgi2i18RRwSVtd074nw,ChIJfwhBLgi2i18RRwSVtd074nw,0x5f8bb6082e41087f:0x7ce23bddb5950447
ChIJG7i9w_6TGGARc7XYzRTFc2E,ChIJG7i9w_6TGGARc7XYzRTFc2E,0x601893fec3bdb81b:0x6173c514cdd8b573
ChIJg8pDSXGbGGAR-3PUknAAfxQ,ChIJg8pDSXGbGGAR-3PUknAAfxQ,0x60189b714943ca83:0x147f007092d473fb
ChIJvYS0GDtdH2ARJiErjw9Vzw0,ChIJvYS0GDtdH2ARJiErjw9Vzw0,0x601f5d3b18b484bd:0xdcf550f8f2b2126
ChIJ99aP-7DhVDURF26BUoEGPCo,ChIJ99aP-7DhVDURF26BUoEGPCo,0x3554e1b0fb8fd6f7:0x2a3c068152816e17
ChIJVeAyoZF_H2ARd297B8z5-5c,ChIJVeAyoZF_H2ARd297B8z5-5c,0x601f7f91a132e055:0x97fbf9cc077b6f77
ChIJBQFk8sefImAR24L6hwkwkBM,ChIJBQFk8sefImAR24L6hwkwkBM,0x60229fc7f2640105:0x1390300987fa82db
ChIJPa3K7bObGGAR19yo22kygDM,ChIJPa3K7bObGGAR19yo22kygDM,0x60189bb3edcaad3d:0x33803269dba8dcd7
ChIJJQGTZKjQ7owRjD5eqZuF0ak,ChIJJQGTZKjQ7owRjD5eqZuF0ak,0x8ceed0a864930125:0xa9d1859ba95e3e8c
ChIJ6-G2BnBTGGARsfzXVZ9XViM,ChIJ6-G2BnBTGGARsfzXVZ9XViM,0x6018537006b6e1eb:0x2356579f55d7fcb1
ChIJdcl76y6LGGARpS886rSmt_Q,ChIJdcl76y6LGGARpS886rSmt_Q,0x60188b2eeb7bc975:0xf4b7a6b4ea3c2fa5
ChIJbzFN6_fvAGAR-bv_5pQcuu0,ChIJbzFN6_fvAGAR-bv_5pQcuu0,0x6000eff7eb4d316f:0xedba1c94e6ffbbf9
ChIJiV5-PkU_GGAR24buYyjg-JM,ChIJiV5-PkU_GGAR24buYyjg-JM,0x60183f453e7e5e89:0x93f8e02863ee86db
ChIJiUz_0PBRBGARdFGD4ToMpmQ,ChIJiUz_0PBRBGARdFGD4ToMpmQ,0x600451f0d0ff4c89:0x64a60c3ae1835174
ChIJd6Vxoo9vA2ARaJ01e98nbmU,ChIJd6Vxoo9vA2ARaJ01e98nbmU,0x60036f8fa271a577:0x656e27df7b359d68
ChIJYeXREfowiYoRQQoAGAiF4bY,ChIJYeXREfowiYoRQQoAGAiF4bY,0x8a8930fa11d1e561:0xb6e1850818000a41
ChIJ5d7W5TSrGWARsmFjFFAoyXs,ChIJ5d7W5TSrGWARsmFjFFAoyXs,0x6019ab34e5d6dee5:0x7bc92850146361b2
ChIJwcumTUKVUzUR-3byQNlUFVU,ChIJwcumTUKVUzUR-3byQNlUFVU,0x355395424da6cbc1:0x551554d940f276fb
ChIJE1wWU0XvGGARShKfqNOJKQU,ChIJE1wWU0XvGGARShKfqNOJKQU,0x6018ef4553165c13:0x52989d3a89f124a
ChIJDVQrF0PlAGARdFNbqisMIdM,ChIJDVQrF0PlAGARdFNbqisMIdM,0x6000e543172b540d:0xd3210c2baa5b5374
ChIJewrarlrI34IRsw8t4OkzDBE,ChIJewrarlrI34IRsw8t4OkzDBE,0x82dfc85aaeda0a7b:0x110c33e9e02d0fb3
ChIJX1teDTcPHWARXPSHfeskg-s,ChIJX1teDTcPHWARXPSHfeskg-s,0x601d0f370d5e5b5f:0xeb8324eb7d87f45c
ChIJzYpvZMTp_EERUPhFffYnoHo,ChIJzYpvZMTp_EERUPhFffYnoHo,0x41fce9c4646f8acd:0x7aa027f67d45f850
ChIJOwg1-evzAGARHopITMGVoUQ,ChIJOwg1-evzAGARHopITMGVoUQ,0x6000f3ebf935083b:0x44a195c14c488a1e
ChIJY1LHiKoOA2ARJ2yhOx6rgx4,ChIJY1LHiKoOA2ARJ2yhOx6rgx4,0x60030eaa88c75263:0x1e83ab1e3ba16c27
ChIJ36LBvmsvAWARsv5GYj-kjio,ChIJ36LBvmsvAWARsv5GYj-kjio,0x60012f6bbec1a2df:0x2a8ea43f6246feb2
ChIJQ25FM9DnAGARWIOXsznWTe0,ChIJQ25FM9DnAGARWIOXsznWTe0,0x6000e7d033456e43:0xed4dd639b3978358
ChIJ334XqznVVDURrypXLUPEH-4,ChIJ334XqznVVDURrypXLUPEH-4,0x3554d539ab177edf:0xee1fc4432d572aaf
ChIJfRY30Hv0QDURcv9IE97d124,ChIJfRY30Hv0QDURcv9IE97d124,0x3540f47bd037167d:0x6ed7ddde1348ff72
ChIJ3acU8Ux_GGARwlubQ_QCrkw,ChIJ3acU8Ux_GGARwlubQ_QCrkw,0x60187f4cf114a7dd:0x4cae02f4439b5bc2
ChIJIQMo0BAtNgwRWt13VrpKhRM,ChIJIQMo0BAtNgwRWt13VrpKhRM,0xc362d10d0280321:0x13854aba5677dd5a
ChIJ45JE8jz5GGARotsNq_ivMaU,ChIJ45JE8jz5GGARotsNq_ivMaU,0x6018f93cf24492e3:0xa531aff8ab0ddba2
ChIJ75EfELSNGGARLi-mP5extqs,ChIJ75EfELSNGGARLi-mP5extqs,0x60188db4101f91ef:0xabb6b1973fa62f2e
ChIJNftLEQeNGGARv1XoxbBCn-o,ChIJNftLEQeNGGARv1XoxbBCn-o,0x60188d07114bfb35:0xea9f42b0c5e855bf
ChIJ1-qhBO8HAWARl56OUig7Nz0,ChIJ1-qhBO8HAWARl56OUig7Nz0,0x600107ef04a1ead7:0x3d373b28528e9e97
ChIJG5cvqsONGGARxV3LT5OhuPs,ChIJG5cvqsONGGARxV3LT5OhuPs,0x60188dc3aa2f971b:0xfbb8a1934fcb5dc5
ChIJIez5jD13A2ARAbXsm8-B7P4,ChIJIez5jD13A2ARAbXsm8-B7P4,0x6003773d8cf9ec21:0xfeec81cf9becb501
ChIJP3oNhCXbAGARpTjO9CmWteg,ChIJP3oNhCXbAGARpTjO9CmWteg,0x6000db25840d7a3f:0xe8b59629f4ce38a5
ChIJS3nhZS7ZAGARGjRHxDPLQbw,ChIJS3nhZS7ZAGARGjRHxDPLQbw,0x6000d92e65e1794b:0xbc41cb33c447341a
ChIJ2TjZhXfvHmARmFSo7V0U4rg,ChIJ2TjZhXfvHmARmFSo7V0U4rg,0x601eef7785d938d9:0xb8e2145deda85498
ChIJMQw27EBkkk0RVmWzBnMo4iU,ChIJMQw27EBkkk0RVmWzBnMo4iU,0x4d926440ec360c31:0x25e2287306b36556
ChIJZ_u1ZWuNGGARjQdDhZbhKnI,ChIJZ_u1ZWuNGGARjQdDhZbhKnI,0x60188d6b65b5fb67:0x722ae1968543078d
ChIJf06nffCjDF8RCpDjW1tZ8xw,ChIJf06nffCjDF8RCpDjW1tZ8xw,0x5f0ca3f07da74e7f:0x1cf3595b5be3900a
ChIJGZBUDZLVVDURyfUKEYf5PgU,ChIJGZBUDZLVVDURyfUKEYf5PgU,0x3554d5920d549019:0x53ef987110af5c9
ChIJsVIWCACPAmAR8Cafw3CdWS0,ChIJsVIWCACPAmAR8Cafw3CdWS0,0x60028f00081652b1:0x2d599d70c39f26f0
