レビューID,施設ID,施設GID,レビュワー評価,レビュワー名,レビュー日時,レビュー本文,レビュー要約,レビューGID
101,103,ChIJmUu1T4svC18RawnoAJDEWzk,1,鷹鷲飛鳥,2025-10-13T03:02:19.549Z,"段取り決めの段階から
非常に不快な対応
偉そうな方はニタニタヘラヘラ
しかもかなり胡散臭い

出棺の際に
隣で洗車してる従業員
ぺちゃくちゃ談笑してる従業員
控え目に言って頭おかしい。
従業員の清潔感もない。

未だかつて酷いところ見たことない。

こんな所で故人を送りだすのは
故人に失礼。
さっさと潰れて下さい。",,Ci9DQUlRQUNvZENodHljRjlvT201VmEwbGZibU5QZFRsYVpYQkJSbUZCTTIxSExXYxAB
102,316,ChIJCeA-g50rC18R68C7Pq5LldI,5,k,2026-02-03T05:16:31.944Z,,,Ci9DQUlRQUNvZENodHljRjlvT2pWbVkwVTNOWG8xWkRVd2Ftb3lhRzVMTnkxMk5sRRAB
103,316,ChIJCeA-g50rC18R68C7Pq5LldI,5,鎌田佳代,2025-12-16T08:26:56.700Z,"全てが満足です。
紹介したいです。",,Ci9DQUlRQUNvZENodHljRjlvT25wbGJ6aFVNR295YVZoUU0zSkpUbFZMT0ZaaE1rRRAB
104,316,ChIJCeA-g50rC18R68C7Pq5LldI,5,中村峰子,2025-12-16T08:18:42.292Z,全てに　満足でした,,Ci9DQUlRQUNvZENodHljRjlvT25veVRVeHBiM2R0YVVsc2JXNXlPVzFDZFZWQ0xWRRAB
105,316,ChIJCeA-g50rC18R68C7Pq5LldI,5,。ちび,2025-11-02T05:46:02.734Z,お葬儀代金安くサービスいっぱいしてくれる社長さん。お客様さんの立場になって答えてくれます。安心出来ますよ。本当に何から何まで助かりました。今回は3回目でしたけど又社長にお願い致します　社長長生きして下さいね。,,ChdDSUhNMG9nS0VJQ0FnTUN3cXVLSHZnRRAB
106,316,ChIJCeA-g50rC18R68C7Pq5LldI,5,猫田チョッチョ,2025-10-21T08:30:31.611Z,"親類の葬儀で訪れました。家族葬向けの小さな斎場ですが、社長さんも社員さんも親切で相談にも気軽に乗って下さいました。
とても素敵な会社ですね。",,Ci9DQUlRQUNvZENodHljRjlvT2pGUGFFUlJhbmRWU0dOWU5rRXhNM1p4UjFGVUxVRRAB
107,316,ChIJCeA-g50rC18R68C7Pq5LldI,5,サザエバタバタ,2025-10-18T02:57:31.248Z,"先日家族の葬儀でお世話になりました。社長様、スタッフの皆様がとても優しく親切で、他で事務的な手続きが多い中とても救われました。葬儀内容もかなりご配慮頂き感謝しかないです。
クチコミ通りの信頼できる会社です。",,Ci9DQUlRQUNvZENodHljRjlvT21WVVZuUnNTRzAzYXpsUlgwb3hiMUpIUW1GVmVXYxAB
108,316,ChIJCeA-g50rC18R68C7Pq5LldI,5,橘春江,2025-10-05T10:05:31.616Z,,,Ci9DQUlRQUNvZENodHljRjlvT25nMlFXZEVabFEwTWxGVFVUVldUMGhOUm5aNFMwRRAB
109,316,ChIJCeA-g50rC18R68C7Pq5LldI,5,白龍皇,2025-09-15T04:46:48.654Z,初めて利用させてもらってもらったんですが、社長やスタッフさんがとても親切で詳しく教えていただき助かりました！特に、社長さんがユーモア溢れる方で、また、機会があれ必ずご利用させてもらいます！ 苫小牧,,Ci9DQUlRQUNvZENodHljRjlvT2paNFZVOW5OVXRLY1dGR1ozQkdSekpoZURSTFdsRRAB
110,337,ChIJd6doal0qC18Rpp_M4cW85Tg,5,サトウ佐藤,2026-02-07T09:52:08.537Z,遠い他県から私1人で家族を見送る為にお世話になりました。不安や悲しみやらある中、寄り添っていただき病院から納骨、そして宿まで送って頂き、安心感やらなんやら大変感謝しかありません。早坂様一期一会とはいいますが、本当に有難うございました。,,Ci9DQUlRQUNvZENodHljRjlvT201UlRWWkhVR28zYUVOUFlXTjZha1Y2Vm5ObFkzYxAB
111,143,ChIJBcavhz8oC18RnsMrrydJzd8,5,ニコ,2026-02-17T06:51:19.998Z,"姉とふたりで母を見送りました。
本当に小さなお葬式になりましたが、青砥様をはじめ他の皆様に本当に丁寧にご対応して頂きました。
おかげ様で安心して母を見送ることが出来ました。感謝しております。
本当にありがとうございました。",,Ci9DQUlRQUNvZENodHljRjlvT21sNVNuaHFkbU4zWTFrNVdtNTFaVWs0WTJoNmJWRRAB
112,143,ChIJBcavhz8oC18RnsMrrydJzd8,5,u f,2026-02-13T06:50:10.984Z,丁寧に対応して頂けました。,,Ci9DQUlRQUNvZENodHljRjlvT25KV2RXeHJOMDFmVEdGV2VtbGxlbnBDV2psZmRHYxAB
113,143,ChIJBcavhz8oC18RnsMrrydJzd8,5,川田芽依,2026-02-13T06:49:45.114Z,,,Ci9DQUlRQUNvZENodHljRjlvT25kaE0za3ljMWQyV1dGcFFrVk5YMkpOTlVaSVVVRRAB
114,143,ChIJBcavhz8oC18RnsMrrydJzd8,3,A I,2026-02-11T09:59:02.618Z,"一日葬で利用させていただきました。誠にありがとうございました。

一日葬での給仕、受付諸々、参列者への誘導、説明などのサービス（スタッフの方）をして欲しかったです！（難しかったら、プランの中に入れても良いかもしれません。）
会場（控え室）で就寝したとき、寒かったので、温かくして欲しいです！

火葬場に行く前にお家の前を通っていただけたのが、とても嬉し買ったです！
納棺師トキタさんの説明と手際が大変良かったです。親族からも好評でした。

一日、寒い中ありがとうございました。",,Ci9DQUlRQUNvZENodHljRjlvT20xcWRtWk1UMVZSU1cxSFVuRldlbVJrWmpoR2JXYxAB
115,137,ChIJI5m_xNYoC18Ry9EXi8nbt-c,4,M I,2026-02-15T05:44:36.002Z,,,Ci9DQUlRQUNvZENodHljRjlvT2xkSVJGVlpOVkpCT0RjMU56SmFhM0V4ZEZabFRrRRAB
116,137,ChIJI5m_xNYoC18Ry9EXi8nbt-c,5,・ω・ rikutama (rktm),2026-02-15T05:44:34.149Z,おせわになりました⊂((・x・))⊃,,Ci9DQUlRQUNvZENodHljRjlvT2pKM09GVkxhbkYyVTBWbU1HOVBla2RoU3pSWlJsRRAB
117,137,ChIJI5m_xNYoC18Ry9EXi8nbt-c,5,あぐ,2025-12-30T04:49:48.944Z,"納棺する際に競馬が大好きだった事を、私たちの会話で覚えてて下さっていて、ディアネスさんが馬券を大きく印刷した写真を用意して下さって父もきっと嬉しかったと思います。

とても親切にしていただき、ありがとうございました。
中の雰囲気も清潔感があり、綺麗でした。",,Ci9DQUlRQUNvZENodHljRjlvT205NlZuUllaWGd0VUZoQlVHdFVaMU15YzFJMU1VRRAB
118,137,ChIJI5m_xNYoC18Ry9EXi8nbt-c,5,工藤美和,2025-12-22T09:15:18.764Z,良かったです,,Ci9DQUlRQUNvZENodHljRjlvT2twQ1RFbFhSMVY2YUZkeVh6bERZazk1VDJoSWNGRRAB
119,137,ChIJI5m_xNYoC18Ry9EXi8nbt-c,5,Akio Fujita,2025-12-07T06:01:48.569Z,スタッフの対応がとても良かったです,,Ci9DQUlRQUNvZENodHljRjlvT2xkVlREQnZlbGx3YlhONlFqRnNOR2xDU21aNGRGRRAB
120,185,ChIJIcmsabkpC18RlEt5g3LqxCI,5,北の武器商人,2026-01-12T00:43:22.833Z,義父の葬儀で大変お世話になりました。わがままの多い親族にも親切丁寧にご対応して頂いた職員の方々には本当に感謝です。またお料理も自前で作られているとのこと、みんな大満足でした。いつも式場が一杯なのがよくわかりました。当然に、四十九日法要もやらせて頂く予定です。宜しくお願い申し上げます。,,Ci9DQUlRQUNvZENodHljRjlvT2pSd2JVWnZOVlpWTlVGWWFHeHNhRXAyYVRWNVZXYxAB
121,185,ChIJIcmsabkpC18RlEt5g3LqxCI,5,金谷智文,2026-01-08T22:44:08.810Z,,,Ci9DQUlRQUNvZENodHljRjlvT21kQ1RGOHpWM05hVm05SVZUQjNaako2VnpCTVYzYxAB
122,185,ChIJIcmsabkpC18RlEt5g3LqxCI,5,太一,2025-12-18T05:40:51.388Z,家族の葬儀でお世話になりました。落ち着いた雰囲気で親族で行うにはちょいど良い大きさの式場でした。スタッフの方々もよくしていただきました。ありがとうございました。,,Ci9DQUlRQUNvZENodHljRjlvT2tkMlExZHdkR2w2Tm1wTVJrSnZOMWx5TkhWSVJtYxAB
123,185,ChIJIcmsabkpC18RlEt5g3LqxCI,5,たかし,2025-12-15T06:00:13.365Z,"夜中に電話しましたが
嫌な顔ひとつせずにすぐに来てくれましたまた何かあればお願いしたいです",,Ci9DQUlRQUNvZENodHljRjlvT25OUlJ6RndZM0IyTVZkbGRrVlBVSEZMY2xZMVEwRRAB
124,185,ChIJIcmsabkpC18RlEt5g3LqxCI,5,mm,2025-12-13T09:02:09.003Z,"父の葬儀でお世話になりました。
葬儀を執り行うのは初めてでしたが、スタッフの方々に親切・丁寧に対応していただき、不安無く終えることが出来ました。
祭壇は奥行きがあって見栄えが良く豪華な印象で、休憩室なども綺麗で、宿泊する際の風呂もあり、親戚からはセンスがあると、凄く好評でした。今回、少人数での葬儀でしたが、会場や控え室などの広さも丁度良かったと思います。
あと、ベルコさんの保険にも入っていて金銭的にも大きな負担をしなくて済んだので、とても助かりました。
またお願いしたいと思います。",,Ci9DQUlRQUNvZENodHljRjlvT21oR1dXbHRWM0ZqV1V0dFR6UlhjbUpHY2s1eFIwRRAB
125,185,ChIJIcmsabkpC18RlEt5g3LqxCI,5,楢山芳光,2025-11-07T02:08:06.252Z,,,Ci9DQUlRQUNvZENodHljRjlvT2toWE5XRnViVXhYZUVNNGRVVmtURWN4WjJwZlVGRRAB
126,465,ChIJZz9YDZjoDF8RfLiLMHGTHtk,5,こんのゆうき,2025-09-21T04:36:20.127Z,自分の祖父が亡くなった時に利用させて頂きました。家族みんなの気持ちが落ち込んでいる時に、こちらのことを配慮しながら、分からないことを沢山教えて頂き、祖父の色々な話を聞いて貰ったり、とても感謝しています。もしまた何かあればお頼みしたいですし、周りの方たちにも教えてあげようと思います,,Ci9DQUlRQUNvZENodHljRjlvT2t0MWEwUk5aMGwzVURkNWRuaDVSbkp5U1VWblZrRRAB
127,117,ChIJ09qFC_4rC18RhcGOdE4rNVA,1,あちゃみ,2026-02-27T11:48:00.802Z,通りかかって、ネーミングに寒気がしました。人の最期を扱うには、あまりにもひどいのではないでしょうか。,,Ci9DQUlRQUNvZENodHljRjlvT2tJMGJVOVJhbUZwYUMxcGQzQlNkME4xVDJWUFoxRRAB
128,247,ChIJW8z9cWYpC18RdKX_s4jsIuE,5,Ryo Sasaki,2025-09-29T05:26:00.833Z,"とても良い葬儀場だと思います。
料金プランが明確で、打合せ時にわかりやすく説明してくれました。
仕様変更なども柔軟に対応していただきました。
施設も綺麗です。ベッドルームなどホテルのような部屋があり過ごしやすかったです。
スタッフの方々も代表の方をはじめ大変気持ちの良い人々でした。
感謝",,Ci9DQUlRQUNvZENodHljRjlvT21WVVYyUkhhRkJaVTJ0RWJFbDBObTg1UjJKNVRsRRAB
129,603,ChIJ6WTOMG9QC18RjXMuktuoDgk,3,ゆうこうさん,2026-01-21T08:07:45.092Z,"先日、利用させていただきました。
お世話になりました。
情報を参考までに。
①仮眠室（隣にテーブル席あり）に仮のご佛壇があり、ご遺体も移動されてお通夜の弔い等、初めてではありましたが、親しみやすいシステムと感じました。
②シャワーがあり使用しました。
シャンプー、ボディーソープまた、バスタオルが有料となっておりましたが、昨今「心無い使い方」があるご時世では許容される事かと。
③ここが特別ではありませんが、
至る所清潔にされており良かったと感じてきました。
有難うございました。",,Ci9DQUlRQUNvZENodHljRjlvT2pJNWNqVm1NR1pFWnkxMFFrMUlRbkpNYzE5RVlsRRAB
130,437,ChIJ_aSmBB3mDF8R4WCtnEFpN5s,5,佐々木直美,2026-02-17T06:06:23.058Z,"初めてお世話になり、義母の葬儀でかなりの無理な条件をお願いしたにもかかわらず国府田さんは色々な提案をして下さって、心のこもったみんなが満足いく式になりました！
困り果ててた私にとって国府田さんは救いの神です😅スタッフの方々も大変お世話になりました。
また何かあったら、淤見株式会社さんにお願いしたいです。
ありがとうございました！",,Ci9DQUlRQUNvZENodHljRjlvT2psb1pHeEtVVTFDV25WVmRVZGxSblUzWmt3MU5YYxAB
131,437,ChIJ_aSmBB3mDF8R4WCtnEFpN5s,5,Challenge Mejiron,2026-02-14T13:56:10.399Z,長年に渡り、時間を問わず、神楽地域の住民の最期を丁寧に対応してくださってありがとうございます🙏,,Ci9DQUlRQUNvZENodHljRjlvT2xwSlYwWlhTRk53ZUZwNmNsOVVhbU5FUjNFMFNVRRAB
132,437,ChIJ_aSmBB3mDF8R4WCtnEFpN5s,5,大谷裕子,2026-02-06T09:00:27.868Z,"実家の父の容態が急変し、事前相談に行きました。社長様がとても心ある対応をしてくださってお願いをした数日後に父が息を引きとりました。
病院にお迎えに来てくださった畠さん、そして自宅での葬儀をお願いし最後まで私達家族に寄り添って葬儀を計画し進行してくださった斎藤さんには心より御礼申し上げます。
おかげで、家族の一員の愛犬も一緒に父を見送る事ができました。

斎藤さんには、何から何まで本当にお世話になりました。お寺のご住職もご紹介していただき、素晴らしいご縁までありがとうございます。
おかげで｢あたたかい｣見送りができました。
まだまだ先ではありますが、母も私達夫婦もその時がきたら是非是非、淤見さんへお願いしようと決めております！

社長様はじめ、スタッフの皆様
本当にありがとうございました。
父も喜んでいる事と思います！",,Ci9DQUlRQUNvZENodHljRjlvT2t4aE5sbEtVMjV3U1V0c1JsbG9NekV0TTBScVJGRRAB
133,437,ChIJ_aSmBB3mDF8R4WCtnEFpN5s,5,宮本一之,2026-01-14T06:28:33.367Z,親切丁寧な説明でした。,,Ci9DQUlRQUNvZENodHljRjlvT21KUlVIZHVZWGxITkhSTmNYWXlhRWh5UXpBeFNVRRAB
134,437,ChIJ_aSmBB3mDF8R4WCtnEFpN5s,5,りん,2026-01-12T10:09:09.371Z,"急な葬儀でしたが丁寧な対応でとても助かりました。
わからないことだらけで不安だけしか無かったのですが 一生懸命教えて頂き亡くなった父親も悔いなく成仏したと思います。",,Ci9DQUlRQUNvZENodHljRjlvT25sMlExRTVjRGhCVlZscGRrOHpkRWhpWm5aNldsRRAB
135,437,ChIJ_aSmBB3mDF8R4WCtnEFpN5s,5,にや,2025-11-30T00:42:41.979Z,"父の葬儀でお世話になりました。
担当の斉藤さんには、丁寧な対応、アドバイスをいただき自宅葬でゆっくりと送り出すことができました。小さなお葬式でしたがお花いっぱいで可愛がっていたネコ🐈とのお別れもできて、父も喜んでいると思います。
ありがとうございました。",,Ci9DQUlRQUNvZENodHljRjlvT2tkV2NGbFdibFp3UlZCSVVIWkZPRk42VjBKeVVVRRAB
136,437,ChIJ_aSmBB3mDF8R4WCtnEFpN5s,5,MASAO SHIRO,2025-11-16T07:13:37.857Z,とても良い対応をして頂き無事に終えることができました。,,Ci9DQUlRQUNvZENodHljRjlvT2tsTGEyWkRTSFpWVG1SdFJGRmhSRXg0VTFwWlVWRRAB
137,437,ChIJ_aSmBB3mDF8R4WCtnEFpN5s,4,関根秀子,2025-11-14T05:29:05.839Z,"突然の事でしたが担当の方にすべておまかせで安心して見送ることができました
有り難うございました",,Ci9DQUlRQUNvZENodHljRjlvT25sRk9WWk5TSGR5YzNCblZucHVka0psWkVsaWNWRRAB
138,437,ChIJ_aSmBB3mDF8R4WCtnEFpN5s,5,まりんこエミ,2025-11-12T12:14:45.320Z,突然の出来事であたふたしていていましたが、丁寧な対応など細かい気配りが良く　安心して葬儀を終わらせる事ができました。ありがとうございます。,,Ci9DQUlRQUNvZENodHljRjlvT25OcmFXRTRNRXRpYVhFNFprUk1kRXhyY1Y5cVowRRAB
139,437,ChIJ_aSmBB3mDF8R4WCtnEFpN5s,5,AI,2025-11-10T10:04:19.689Z,"この度は深夜の急遽にも関わらず、
対応していただきありがとうございました！
とても親切な対応していただきました。
心遣い、気配り、素晴らしく安心して任せる事ができました。
またお世話になる事と思います。　よろしくお願いします☺",,Ci9DQUlRQUNvZENodHljRjlvT2swNFMwTlZVbHBJYmpjdGVWUXRVbEU1T0ZwWWVIYxAB
140,437,ChIJ_aSmBB3mDF8R4WCtnEFpN5s,4,Master Eating,2025-10-11T02:59:36.495Z,"ここのソフトクリームのキッチンカーの店主は
人柄が素晴らしい👍",,Ci9DQUlRQUNvZENodHljRjlvT2pGcFJFRjBjRmx5VG5WeGFFMHlTa1J4ZFVkTVVrRRAB
141,437,ChIJ_aSmBB3mDF8R4WCtnEFpN5s,2,トム久とジュエリー,2025-10-09T04:26:56.339Z,こちらのそばで販売しているキッチンカーをどうにかしてもらいたいです。こんなとこで商売してたら消火栓の衝突事故が起きてもおかしくないです。,,Ci9DQUlRQUNvZENodHljRjlvT2tkeVZtb3plVkpSTWtoM05WZHhObVoxTjJKblpHYxAB
142,437,ChIJ_aSmBB3mDF8R4WCtnEFpN5s,5,勝田明,2025-10-05T03:30:20.849Z,畠さんはじめとして皆さま良くして頂きありがとうございました,,Ci9DQUlRQUNvZENodHljRjlvT2tGb1ZqUndWak5WVW5WM2RqZHdOelZtUWpsWE9VRRAB
143,437,ChIJ_aSmBB3mDF8R4WCtnEFpN5s,5,みやざきけん,2025-10-01T23:20:02.936Z,"畠さんというディレクターの方に
なにからなにまで教えていただきながら
葬儀を無事終えられました
すばらしい対応をありがとうございます",,Ci9DQUlRQUNvZENodHljRjlvT25CVVRFUlRZemhPVTBkck1WRnZRbkpGYjFsNVQxRRAB
144,437,ChIJ_aSmBB3mDF8R4WCtnEFpN5s,5,miinmin,2025-09-10T10:41:29.062Z,"この度は、ありがとうございました。色々と要望に応えてくださり、無事に母を送り出すことができました。とても素敵な祭壇で母も喜んでたと思います。スライドの写真が投影されて、写真が変わるたびに生前の在りし日を想い偲びました。祖母の時もこちらでお世話になっております。その時もとても素敵な会場にしてくださいました。
ないに越したことはないですが、人はいつか亡くなるので、その時はまたお願いできればと思います。",,Ci9DQUlRQUNvZENodHljRjlvT25oVWNraFdOVUZvWVVGdk4xbEpaR0kxV1hveFQxRRAB
145,437,ChIJ_aSmBB3mDF8R4WCtnEFpN5s,5,Maiko Fujimoto,2025-09-10T02:17:32.243Z,"この度はスタッフの皆様には大変お世話になりました。

担当して頂いたKさんには病院へのお迎えから、お骨になって家に連れて帰るまで大変温かい対応をして頂きました。
特に感動したのは、会場に入り祭壇を見たとき、祭壇を見た瞬間に「わぁ」っと声が出て涙が出ました。故人の好きだった花を多めにして欲しいという要望を叶えてくださり、華やかに送り出すことができました。

お世話になるのは今回で4度目ですが、淤見さんなら安心してお願いできます。ありがとうございました。",,Ci9DQUlRQUNvZENodHljRjlvT2pjdFRtMUpTRVJrUkhGaFIxRlFaR0pXY2pScmJIYxAB
146,248,ChIJB0HxEE8rC18RL-DhZAj35xA,5,ルミ,2025-11-15T12:03:32.208Z,"ティア厚別様に父の葬儀でお世話になりました。
入会相談の際の聞き取りで親身に寄り添い考えてくださった草刈さん、葬儀時により良く見送れる様にとても手を尽くしてくださった山内さん、他の職員の方々にもとてもよくして頂きました。
35プランでしたが星5じゃ足りない程のお心遣いありがとうございました。
何度かお見送りに参列したことがありますが、こんなに心のこもった見送りは他で経験したこともないくらいです、ありがとうございました。",,Ci9DQUlRQUNvZENodHljRjlvT2t4SU5sZG5ObVZTUldkdU1IaGhRalZWVWpsalUxRRAB
147,589,ChIJBYinaWk1C18RBxnZl483RGs,5,family k,2025-10-28T05:34:36.540Z,"身内の突然の訃報で利用しました。
すごく綺麗な家族葬の施設でお隣にお寺がありますが、場所だけでの貸出もある形でした。ベッドや布団の貸出、歯ブラシやシャンプーリンスもあるため、手ぶらでも大丈夫です。(着替え等は必須)",,Ci9DQUlRQUNvZENodHljRjlvT210SFJIaHRiVzkzYkdSUGNuTm9SVk5GUTBObVoxRRAB
148,122,ChIJRYGwUKUrC18RkAjaxDjBFtA,4,山本勝隆,2026-02-14T03:12:53.001Z,,,Ci9DQUlRQUNvZENodHljRjlvT20xM1h6QmxTMXBpYzFRelMzVktVelpGTUZGVFFuYxAB
149,122,ChIJRYGwUKUrC18RkAjaxDjBFtA,5,村田美穂,2026-02-12T01:25:13.052Z,葬儀の関係で4日間もの滞在になりお世話になりました。担当の佐土原さん始め皆さんに細かい対応頂き感謝致します。自宅のリビングの様にくつろげました。大変お世話になりありがとうございました。,,Ci9DQUlRQUNvZENodHljRjlvT21OaFRqUkhaRWQzYVhSRk5WVTBjVkJCTVdJd1ZuYxAB
150,122,ChIJRYGwUKUrC18RkAjaxDjBFtA,5,高橋成子,2026-02-08T01:24:17.074Z,,,Ci9DQUlRQUNvZENodHljRjlvT2tzdFFXVkVXbm90VVhFd2NtcGxNRGhtTURSc2VsRRAB
151,122,ChIJRYGwUKUrC18RkAjaxDjBFtA,5,岩崎敦志,2026-02-03T05:10:56.516Z,"山口さんには大変お世話になりました。
ありがとうございました。",,Ci9DQUlRQUNvZENodHljRjlvT2trMVFrcFFUME5mZGtGRVdTMWFlRGgyVEc5T1oyYxAB
152,122,ChIJRYGwUKUrC18RkAjaxDjBFtA,5,中尾ひとみ,2026-01-23T23:14:58.191Z,"色々とお世話になりありがとうございました
アットホームな感じが良かったです
担当　髙橋様",,Ci9DQUlRQUNvZENodHljRjlvT2s4ME4yZG9ZbkZRWnpSMldXWTVNSHBaT1VKMkxYYxAB
153,122,ChIJRYGwUKUrC18RkAjaxDjBFtA,5,のんのん,2026-01-19T04:43:41.409Z,担当していただいた山口様ありがとうございました。,,Ci9DQUlRQUNvZENodHljRjlvT21KQmMzVTJVMEk1T0VGRVJ6Sk5hMEk1VFhoRWIwRRAB
154,122,ChIJRYGwUKUrC18RkAjaxDjBFtA,5,瀬川龍児,2026-01-02T01:46:24.742Z,,,Ci9DQUlRQUNvZENodHljRjlvT2s0MlgyUmlTa042TmxGeVZGSnlhRGhEYkY5SFVuYxAB
155,122,ChIJRYGwUKUrC18RkAjaxDjBFtA,5,吉川孝仁,2025-12-24T07:26:50.668Z,"葬儀担当:木田さん
細かな対応をして頂きました",,Ci9DQUlRQUNvZENodHljRjlvT2xkaFQwWlpNbU5EYjB4aFRsRTRNRWwwVVVvMFozYxAB
156,122,ChIJRYGwUKUrC18RkAjaxDjBFtA,4,荒木美津枝,2025-12-24T07:26:17.916Z,,,Ci9DQUlRQUNvZENodHljRjlvT2tWdVpWaDJWRGxQVTA1RFJtWk9Sa05IU21wa1JGRRAB
157,122,ChIJRYGwUKUrC18RkAjaxDjBFtA,5,吉川麻結,2025-12-24T07:25:00.439Z,"担当者　木田さん
丁寧な対応をいただきました。",,Ci9DQUlRQUNvZENodHljRjlvT2w5dVN6Y3pUbmRUUjNobGJuTk5PR3gzTlRsQ1dVRRAB
158,122,ChIJRYGwUKUrC18RkAjaxDjBFtA,5,吉川達馬,2025-12-24T07:24:42.924Z,"葬儀担当:木田さん
とても親切な対応をいただきました。
祖母と最期の別れができました。
ありがとうございました。",,Ci9DQUlRQUNvZENodHljRjlvT214MVNpMXRkVXRMTjI0Mk9VUXhPRzFoTkUxMWJFRRAB
159,122,ChIJRYGwUKUrC18RkAjaxDjBFtA,5,菅野秀美,2025-12-03T11:30:33.686Z,"対応して頂いた高谷さん
ありがとうございました。",,Ci9DQUlRQUNvZENodHljRjlvT2t4dlpsTjZNMlIwUTFWR2EyWkRjMmwyWTNwb1VVRRAB
160,122,ChIJRYGwUKUrC18RkAjaxDjBFtA,4,Shinichi Hirata,2025-12-01T05:18:19.300Z,,,Ci9DQUlRQUNvZENodHljRjlvT25CTllqWnZjRjlEY3pkZlRtWnZPR3N4WjJ0bFRtYxAB
161,122,ChIJRYGwUKUrC18RkAjaxDjBFtA,5,kosugikk,2025-11-23T04:58:38.493Z,山口さん、対応ありがとうございました。,,Ci9DQUlRQUNvZENodHljRjlvT2pKcGFrMVVhVEUzU2xWMGVtUjJNV1JEWjNVeFZGRRAB
162,122,ChIJRYGwUKUrC18RkAjaxDjBFtA,5,石渡雅道,2025-11-22T10:00:37.837Z,ウィズハウス南郷７丁目担当の田副さん並びにスタッフの皆さん、この度はたくさんのご配慮をいただきありがとうございました。故人のために手作りで色々なものを用意していただいて嬉しかったです。全てにおいて的確にアドバイスをいただき、心穏やかに故人を送ることができました。誠にありがとうございました。,,Ci9DQUlRQUNvZENodHljRjlvT20xQlZ5MVZiVE5aUkd0aGMzcDNUekkyY2pKM1gyYxAB
163,122,ChIJRYGwUKUrC18RkAjaxDjBFtA,4,坂野巌,2025-11-21T22:28:53.121Z,"父の葬儀を一日葬でお願いしました。
突然のことでしたが、夜間搬送の方から火葬場への送迎まで、実に親切に対応して頂きました。
前日の打ち合わせ通りに担当の青木さん、北野さんを始め各スタッフの方のお陰で、滞り無く式を執り行うことが出来ました。
当初の想定よりは少し費用は掛りましたが、和やかな雰囲気の中で見送りたい、というこちらの想いは叶えられたと思っています。
当日は8人の方が会葬して下さいました。少人数の式には丁度良い規模のホールです。
少ない人数でということでしたら、最適ではないかと思います。",,Ci9DQUlRQUNvZENodHljRjlvT25GVlpUQkdWbEZKZFVSRFIyVkRRbGQ2VmpOZmJuYxAB
164,122,ChIJRYGwUKUrC18RkAjaxDjBFtA,5,安保貢,2025-11-20T02:53:39.148Z,"この度、夜中の逝去にもすぐにご対応頂き感謝しております。
当然ながら、知らない事ばかりでしたが、ご担当になって頂いた酒井様はじめ、全ての方々が、理解出来るまで、何度も繰り返し、丁寧なご説明をして頂き本当に助かりました。
心より感謝致します。
料金も、毎月積み立てしていた、積立金から、めもる会員値引きや、メンバーグラブ値引きなどの値引きもして頂き、想定以下の支払いとなり感謝しております。",,Ci9DQUlRQUNvZENodHljRjlvT2xZdGVWRnNURlJ0YzFKSFdrUjZiV3QzUVVSU09VRRAB
165,122,ChIJRYGwUKUrC18RkAjaxDjBFtA,5,安保朝美,2025-11-20T02:47:37.841Z,"とても丁寧な対応をして頂き、自宅でも良い葬儀が出来ました。
担当の酒井さんからは細やかな心遣いがあり、亡き母も喜んでいると思います。
ありがとうございました。",,Ci9DQUlRQUNvZENodHljRjlvT2s1WWIwdGxXbTB0YVhkSmFXa3haQzF1TlVKRlIyYxAB
166,122,ChIJRYGwUKUrC18RkAjaxDjBFtA,5,たんたんたん,2025-11-16T04:55:13.333Z,,,Ci9DQUlRQUNvZENodHljRjlvT210SVNUTjJZbXRXU1dOMk0xbHJNbkJPYWs5TFpIYxAB
167,122,ChIJRYGwUKUrC18RkAjaxDjBFtA,5,渡辺貴洋,2025-11-14T05:26:10.900Z,"担当高橋

とても対応の良い方でした！",,Ci9DQUlRQUNvZENodHljRjlvT25sSWJsSTBNV2c1U0dJeVpGZEJWRlpRTjFSbVJGRRAB
168,122,ChIJRYGwUKUrC18RkAjaxDjBFtA,5,山下値為子,2025-11-05T03:09:19.274Z,,,Ci9DQUlRQUNvZENodHljRjlvT2xod1MyNWxNRWQ2U2pFdGMzQlNhbXhEVUZGeVVuYxAB
169,122,ChIJRYGwUKUrC18RkAjaxDjBFtA,5,yon,2025-09-29T05:27:14.740Z,,,Ci9DQUlRQUNvZENodHljRjlvT2pGSmIxQkVhalZNU1cxUldWb3dkRVZ5ZDB0bVNFRRAB
170,122,ChIJRYGwUKUrC18RkAjaxDjBFtA,5,mika,2025-09-25T04:59:14.463Z,"大変お世話になりました。
何から何までお世話してくださって故人とのお別れの時間をゆっくり過ごせました。優しくて柔らかな雰囲気の大島様がとても頼りになる方で本当に感謝しています。
綺麗な施設で安心できました。
ありがとうございました。",,Ci9DQUlRQUNvZENodHljRjlvT2tkdFZGVjBTRnBsZDJVMFpURmpUMmhwVTJOTWRrRRAB
171,122,ChIJRYGwUKUrC18RkAjaxDjBFtA,5,前田恵子,2025-09-22T03:05:06.489Z,,,Ci9DQUlRQUNvZENodHljRjlvT2pGc1RXVlNVVXRtTnpsbGFsbzVSMjlRVERJemNsRRAB
