施設ID,施設GID,施設FID
76895,ChIJyWzfa155A2ARFNSWQXyZD2g,0x6003795e6bdf6cc9:0x680f997c4196d414
50415,ChIJH8swolR3A2ARff3j74YlpxA,0x60037754a230cb1f:0x10a72586efe3fd7d
49427,ChIJqyEwh2t3A2ARri-pfy2OPoE,0x6003776b873021ab:0x813e8e2d7fa92fae
50421,ChIJQU3KSFh3A2ARC4a8OauIgPw,0x6003775848ca4d41:0xfc8088ab39bc860b
76893,ChIJUcSXM-R5A2ARNSpgICT28Vc,0x600379e43397c451:0x57f1f62420602a35
50410,ChIJZUSSqRh6A2ARkLWAHaJkTiE,0x60037a18a9924465:0x214e64a21d80b590
50447,ChIJT-G271d3A2ARfMtAEgY28LM,0x60037757efb6e14f:0xb3f036061240cb7c
76897,ChIJbwxJnh56A2ARv4zoUZjOhU4,0x60037a1e9e490c6f:0x4e85ce9851e88cbf
49450,ChIJn7cbjOB3A2ARqPlPAtIVl_c,0x600377e08c1bb79f:0xf79715d2024ff9a8
49451,ChIJP-9lJ8F3A2AR_sZKi59d9Ok,0x600377c12765ef3f:0xe9f45d9f8b4ac6fe
49421,ChIJXfwTmK93A2ARCnys3XknFsI,0x600377af9813fc5d:0xc2162779ddac7c0a
49447,ChIJ00d0ir53A2ARZBait1rUAmo,0x600377be8a7447d3:0x6a02d45ab7a21664
49453,ChIJA1-TU5Z3A2ARXh-j8mqf3Q8,0x6003779653935f03:0xfdd9f6af2a31f5e
49478,ChIJH5u5rsd3A2AR-hweM_cf9lw,0x600377c7aeb99b1f:0x5cf61ff7331e1cfa
49449,ChIJyV_VSpZ3A2ARib9WGA0wLJE,0x600377964ad55fc9:0x912c300d1856bf89
49445,ChIJ30uOHDR3A2ARoa-y0rItAbw,0x600377341c8e4bdf:0xbc012db2d2b2afa1
49484,ChIJj2D1XHR3A2ARnQaHRUctfTg,0x600377745cf5608f:0x387d2d474587069d
49443,ChIJ9ee3edB3A2ARd3cNVEO-xXE,0x600377d079b7e7f5:0x71c5be43540d7777
49496,ChIJl_hbENV3A2ARsCt9Lc-NsEg,0x600377d5105bf897:0x48b08dcf2d7d2bb0
49448,ChIJ0zXsh2GdA2ARBcXY1dsr-tc,0x60039d6187ec35d3:0xd7fa2bdbd5d8c505
49455,ChIJPd_f32N3A2AR9cHPPmAHWMM,0x60037763dfdfdf3d:0xc35807603ecfc1f5
49456,ChIJTawPhZ53A2ARjrPs8S-JOeI,0x6003779e850fac4d:0xe239892ff1ecb38e
49440,ChIJGRBZEtx3A2ARC9PS8Vxr3DQ,0x600377dc12591019:0x34dc6b5cf1d2d30b
49452,ChIJ0dAz9sN3A2AR_zrlyII0eWI,0x600377c3f633d0d1:0x62793482c8e53aff
80477,ChIJI33Vfh92A2ARuZp0KuuZdhw,0x6003761f7ed57d23:0x1c7699eb2a749ab9
49237,ChIJ5_LORHGdA2ARo_i_dIg3PZ0,0x60039d7144cef2e7:0x9d3d378874bff8a3
49461,ChIJfcERlhh3A2ARvilhK40yIN8,0x600377189611c17d:0xdf20328d2b6129be
49458,ChIJQcVMeX53A2ARCdtgubob0oc,0x6003777e794cc541:0x87d21bbab960db09
82343,ChIJnd6kk9KdBGARtHUVIekhoEE,0x60049dd293a4de9d:0x41a021e9211575b4
80486,ChIJ-ZY_l6YOA2ARLfvKPrIZY6U,0x60030ea6973f96f9:0xa56319b23ecafb2d
76870,ChIJBQlZKlUPA2ARe6fbxPyw3-w,0x60030f552a590905:0xecdfb0fcc4dba77b
80482,ChIJGf13m6kOA2ARJvtfklC7Foc,0x60030ea99b77fd19:0x8716bb50925ffb26
76838,ChIJ6w9pa6cOA2AR35iiY0nzkgM,0x60030ea76b690feb:0x392f34963a298df
76872,ChIJFx7xNgAPA2ARt5NzWkYr08E,0x60030f0036f11e17:0xc1d32b465a7393b7
76871,ChIJ2fvoBKIOA2ARul0qAzSFlBo,0x60030ea204e8fbd9:0x1a948534032a5dba
80487,ChIJgzTfSRwMA2ARFglepFN9aoY,0x60030c1c49df3483:0x866a7d53a45e0916
76869,ChIJg13kA6MOA2ARW2vHONHSFKg,0x60030ea303e45d83:0xa814d2d138c76b5b
80483,ChIJ7T114SYMA2AR_aR5pHwGvss,0x60030c26e1753ded:0xcbbe067ca479a4fd
80484,ChIJwzx1TkwJA2ARAlok6l1Qwo0,0x6003094c4e753cc3:0x8dc2505dea245a02
76873,ChIJWeyot6MOA2AR1IcuVmbISfw,0x60030ea3b7a8ec59:0xfc49c866562e87d4
80489,ChIJt-98dEwJA2ARUonH-hPv9y8,0x6003094c747cefb7:0x2ff7ef13fac78952
82304,ChIJ5QOg5xFPG2ARaurbFENmIzk,0x601b4f11e7a003e5:0x3923664314dbea6a
50158,ChIJiQlLRTdlA2ARDLAbS4Upn54,0x60036537454b0989:0x9e9f29854b1bb00c
51219,ChIJzaq6WYRjA2ARV0Yz9wZQ_Kg,0x6003638459baaacd:0xa8fc5006f7334657
51213,ChIJNV6gGZJkA2ARWj35zLZ0tms,0x6003649219a05e35:0x6bb674b6ccf93d5a
82344,ChIJ-d8PQodkA2ARCm-sW4pYmLg,0x60036487420fdff9:0xb898588a5bac6f0a
51217,ChIJBZuEEwBjA2ARzHXxJh9Hufc,0x6003630013849b05:0xf7b9471f26f175cc
51230,ChIJ3wlXZ4dkA2AReGJkIYKd7x0,0x60036487675709df:0x1def9d8221646278
51231,ChIJ27CeMellA2ARaKN00qG_Fiw,0x600365e9319eb0db:0x2c16bfa1d274a368
51220,ChIJwec9wX9kA2ARlp60pFVulYY,0x6003647fc13de7c1:0x86956e55a4b49e96
74899,ChIJywB9jX9jA2AR7XZpD4_l8-M,0x6003637f8d7d00cb:0xe3f3e58f0f6976ed
82345,ChIJi-yzGYdkA2AR-KalMrL0Yyk,0x6003648719b3ec8b:0x2963f4b232a5a6f8
82346,ChIJzXdkJH5kA2ARR2UtoNbiFrU,0x6003647e246477cd:0xb516e2d6a02d6547
82347,ChIJKzHDPdZjA2ARDbY563n7bAE,0x600363d63dc3312b:0x16cfb79eb39b60d
50125,ChIJQ5K1ZIRkA2ARZ1uoeCTAaIA,0x6003648464b59243:0x8068c02478a85b67
50045,ChIJFwWavhNlA2ARLUwWiD294qc,0x60036513be9a0517:0xa7e2bd3d88164c2d
51214,ChIJTZ4sXIllA2ARIJRTlHD6WFk,0x600365895c2c9e4d:0x5958fa7094539420
51218,ChIJN7fAqPpjA2ARpuZaSYYDgLs,0x600363faa8c0b737:0xbb800386495ae6a6
80464,ChIJE8vUMH1kA2AR9Vkvy_Q6IpA,0x6003647d30d4cb13:0x90223af4cb2f59f5
51216,ChIJcUaF0FBkA2ARgHHS6ZdwhII,0x60036450d0854671:0x82847097e9d27180
51261,ChIJBQLrQW9lA2ARJvGX9I8CyPI,0x6003656f41eb0205:0xf2c8028ff497f126
51224,ChIJx3I-yltkA2ARqAlysa4KrNQ,0x6003645bca3e72c7:0xd4ac0aaeb17209a8
49442,ChIJA1gszZR3A2ARpukvE0joT1M,0x60037794cd2c5803:0x534fe848132fe9a6
49450,ChIJn7cbjOB3A2ARqPlPAtIVl_c,0x600377e08c1bb79f:0xf79715d2024ff9a8
49445,ChIJ30uOHDR3A2ARoa-y0rItAbw,0x600377341c8e4bdf:0xbc012db2d2b2afa1
49421,ChIJXfwTmK93A2ARCnys3XknFsI,0x600377af9813fc5d:0xc2162779ddac7c0a
49444,ChIJ9fCMBYV3A2AR9hTfQlxZfbE,0x60037785058cf0f5:0xb17d595c42df14f6
49478,ChIJH5u5rsd3A2AR-hweM_cf9lw,0x600377c7aeb99b1f:0x5cf61ff7331e1cfa
49529,ChIJGcTy5JB3A2ARuoS3WJ6Fl0s,0x60037790e4f2c419:0x4b97859e58b784ba
49451,ChIJP-9lJ8F3A2AR_sZKi59d9Ok,0x600377c12765ef3f:0xe9f45d9f8b4ac6fe
49418,ChIJ6UjRBbR3A2ARhEDc7ldYwEU,0x600377b405d148e9:0x45c05857eedc4084
49528,ChIJqyROhvp3A2ARxtWo-WXjqBA,0x600377fa864e24ab:0x10a8e365f9a8d5c6
49456,ChIJTawPhZ53A2ARjrPs8S-JOeI,0x6003779e850fac4d:0xe239892ff1ecb38e
49496,ChIJl_hbENV3A2ARsCt9Lc-NsEg,0x600377d5105bf897:0x48b08dcf2d7d2bb0
82348,ChIJZ7OXQzeDA2ARxOGzOhMyRnY,0x600383374397b367:0x764632133ab3e1c4
80530,ChIJ1xsWXI6bA2ARW735E_J-sHI,0x60039b8e5c161bd7:0x72b07ef213f9bd5b
80529,ChIJB_VDg52bA2ARpiMh1bukLXQ,0x60039b9d8343f507:0x742da4bbd52123a6
51167,ChIJz7zta22bA2ARhySvjXCV98A,0x60039b6d6bedbccf:0xc0f795708daf2487
80528,ChIJd6C1kqWcA2ARH9uHlyQlJdU,0x60039ca592b5a077:0xd52525249787db1f
51210,ChIJGXUa9Ys0G2ARn9CgL9MJOsg,0x601b348bf51a7519:0xc83a09d32fa0d09f
51209,ChIJP6I9gGc0G2ARBC1UYpPwFxo,0x601b3467803da23f:0x1a17f09362542d04
82154,ChIJUSAURGM0G2AR99yFKTmPj-w,0x601b346344142051:0xec8f8f392985dcf7
82155,ChIJER_oF2A0G2ARw6nioX-lOWI,0x601b346017e81f11:0x6239a57fa1e2a9c3
51197,ChIJXcVlOmU0G2ARFPPIU9BTQnM,0x601b34653a65c55d:0x734253d053c8f314
51195,ChIJe2wbIuI5G2ARd3WGS_8MLM8,0x601b39e2221b6c7b:0xcf2c0cff4b867577
51245,ChIJi3BNgMozG2ARzHC4jjwpRDY,0x601b33ca804d708b:0x3644293c8eb870cc
82349,ChIJf4ZQR2I0G2ARUC65e-Vl8bM,0x601b34624750867f:0xb3f165e57bb92e50
51241,ChIJR0fQp700G2ARewbN-j7geNo,0x601b34bda7d04747:0xda78e03efacd067b
51242,ChIJy6xRBKM0G2ARw_UjSK7WqWY,0x601b34a30451accb:0x66a9d6ae4823f5c3
51244,ChIJHZDmb2o0G2AR569e45EPkNc,0x601b346a6fe6901d:0xd7900f91e35eafe7
82152,ChIJaz6s8HE0G2ARKi-TW0bMJTg,0x601b3471f0ac3e6b:0x3825cc465b932f2a
51196,ChIJbbORwRI0G2ARtdhkBT0opHM,0x601b3412c191b36d:0x73a4283d0564d8b5
51208,ChIJqTNYC9A2G2ARcIIMTZJsntk,0x601b36d00b5833a9:0xd99e6c924d0c8270
82153,ChIJ8wdAWW40G2ARGbR1NkbJLgo,0x601b346e594007f3:0xa2ec9463675b419
51464,ChIJPVmdG30JA2ARYSP4B8mrhtg,0x6003097d1b9d593d:0xd886abc907f82361
51459,ChIJHYheRsILA2ARXAagKR7EzFY,0x60030bc2465e881d:0x56ccc41e29a0065c
51458,ChIJ-XEyGdoLA2AR1xzVgDbr158,0x60030bda193271f9:0x9fd7eb3680d51cd7
51466,ChIJ660AW3kJA2ARYPaw4n1W6xs,0x600309795b00adeb:0x1beb567de2b0f660
51460,ChIJ13_zWd8LA2ARTK_Gwq31eDM,0x60030bdf59f37fd7:0x3378f5adc2c6af4c
51461,ChIJ-6K8en0JA2ARIj3b4BYum24,0x6003097d7abca2fb:0x6e9b2e16e0db3d22
51479,ChIJEUrRuT4JA2ARXYQ2BXViY4g,0x6003093eb9d14a11:0x886362750536845d
51462,ChIJpcCfeNgLA2ARXDZyAa7OLl8,0x60030bd8789fc0a5:0x5f2eceae0172365c
51472,ChIJXdxvWNALA2ARuAwPbU_8w3g,0x60030bd0586fdc5d:0x78c3fc4f6d0f0cb8
51467,ChIJ8wNo-usLA2ARdaYVSsC3a2I,0x60030bebfa6803f3:0x626bb7c04a15a675
51488,ChIJsdpy6Q0JA2AR8vr1FXc13Io,0x6003090de972dab1:0x8adc357715f5faf2
51471,ChIJc2AQDroLA2AROELnJ7LBb78,0x60030bba0e106073:0xbf6fc1b227e74238
51485,ChIJ3ZlbhwcLA2AR2fv1BkCVWOY,0x60030b07875b99dd:0xe658954006f5fbd9
51476,ChIJ92BsNEALA2ARSHY4XQDstEo,0x60030b40346c60f7:0x4ab4ec005d387648
51475,ChIJ5_htM7wLA2ARJMeXrljZYHs,0x60030bbc336df8e7:0x7b60d958ae97c724
51483,ChIJOeGuuYAJA2ARN447H7tzA74,0x60030980b9aee139:0xbe0373bb1f3b8e37
51469,ChIJqVQFj44JA2AR7kWADEm6GQA,0x6003098e8f0554a9:0x19ba490c8045ee
80492,ChIJt2EMZsQJA2ARV6P1hCVDI6M,0x600309c4660c61b7:0xa323432584f5a357
51494,ChIJoYmXP54JA2ARugAX6dRcK84,0x6003099e3f9789a1:0xce2b5cd4e91700ba
51493,ChIJgfaPXLMLA2AR8QaA8X12an4,0x60030bb35c8ff681:0x7e6a767df18006f1
49690,ChIJ-SSEbExxA2ARK4a1Ez9JR20,0x6003714c6c8424f9:0x6d47493f13b5862b
49692,ChIJX3E7YbJ2A2ARxsiNQXyKkhk,0x600376b2613b715f:0x19928a7c418dc8c6
49679,ChIJ83GIMElxA2ARWyVR4F35em0,0x60037149308871f3:0x6d7af95de051255b
50136,ChIJ1cATLS17A2ARG7mOg77TOlg,0x60037b2d2d13c0d5:0x583ad3be838eb91b
50071,ChIJS6npLdBkA2ARJ5rs1chuqU4,0x600364d02de9a94b:0x4ea96ec8d5ec9a27
50084,ChIJMTSwTtJkA2ARhGmvKEghdoI,0x600364d24eb03431:0x8276214828af6984
50072,ChIJJ3Hls9xkA2ARgnDFa6m55SE,0x600364dcb3e57127:0x21e5b9a96bc57082
50135,ChIJVWMxmsVkA2AR7Gd7V1ix26w,0x600364c59a316355:0xacdbb158577b67ec
50139,ChIJzYYos9FkA2ARH8jc_UshjlY,0x600364d1b32886cd:0x568e214bfddcc81f
50069,ChIJ9WI3hthkA2ARfGmdyfyLrq0,0x600364d8863762f5:0xadae8bfcc99d697c
50145,ChIJDyoDu9VkA2AR5D4NeCgVXX8,0x600364d5bb032a0f:0x7f5d1528780d3ee4
50154,ChIJHYdxuy9lA2ARmX23xntNFtc,0x6003652fbb71871d:0xd7164d7bc6b77d99
50141,ChIJc6U9kNFkA2ARtPA5gma97Uk,0x600364d1903da573:0x49edbd668239f0b4
50075,ChIJgeGt4ydlA2ARwPVz2B1Wi54,0x60036527e3ade181:0x9e8b561dd873f5c0
50157,ChIJV1j2nslkA2ARCcGTe-cvwpU,0x600364c99ef65857:0x95c22fe77b93c109
50142,ChIJex4v3NZkA2ARcF6VPcX4vCI,0x600364d6dc2f1e7b:0x22bcf8c53d955e70
50126,ChIJTd3AFr5kA2ARnqDYca2nU9o,0x600364be16c0dd4d:0xda53a7ad71d8a09e
50070,ChIJP96UKlZlA2ARYn6XIeBfqEc,0x600365562a94de3f:0x47a85fe021977e62
50103,ChIJuX5jNyl7A2ARRrYBp42khqE,0x60037b2937637eb9:0xa186a48da701b646
50081,ChIJ5QSHopFkA2ARE-e2pkMqeAo,0x60036491a28704e5:0xa782a43a6b6e713
50100,ChIJ-z5739h6A2ARNLzxECn8p0I,0x60037ad8df7b3efb:0x42a7fc2910f1bc34
50155,ChIJ9xIyq257A2AR8AlJcdpifo8,0x60037b6eab3212f7:0x8f7e62da714909f0
50087,ChIJn7RLuFF7A2ARjfb_wQDP9t8,0x60037b51b84bb49f:0xdff6cf00c1fff68d
49081,ChIJdbCRMA4KA2ARZyd6ytStXYo,0x60030a0e3091b075:0x8a5dadd4ca7a2767
49003,ChIJFYAEs2IKA2ARctTRW91QI7g,0x60030a62b3048015:0xb82350dd5bd1d472
49001,ChIJ74mnvxinA2ARp443tvFK4KQ,0x6003a718bfa789ef:0xa4e04af1b6378ea7
49067,ChIJo2VB8QQKA2ARX3n23UFwYow,0x60030a04f14165a3:0x8c627041ddf6795f
49023,ChIJa81-ZJ2hA2ARYqAvdhJc75c,0x6003a19d647ecd6b:0x97ef5c12762fa062
49006,ChIJPTbd8KGgA2ARYcXTKeMIjBI,0x6003a0a1f0dd363d:0x128c08e329d3c561
49007,ChIJKUnJQ-WhA2ARaQZsKDxD5P8,0x6003a1e543c94929:0xffe4433c286c0669
49050,ChIJVVWh1cCgA2ARwPPrMClwBgw,0x6003a0c0d5a15555:0xc06702930ebf3c0
49131,ChIJwXgxqfAJA2ARinkaf2IvZF0,0x600309f0a93178c1:0x5d642f627f1a798a
49098,ChIJ-17BPiShA2ARcE4wyGAoQSE,0x6003a1243ec15efb:0x21412860c8304e70
82350,ChIJfw1pi0ynA2ARiOPe5wAa2VA,0x6003a74c8b690d7f:0x50d91a00e7dee388
49975,ChIJFew1evllA2ARUxqYexKWjmc,0x600365f97a35ec15:0x678e96127b981a53
49974,ChIJuY5BulxlA2AR4awJJ2nCV4Y,0x6003655cba418eb9:0x8657c2692709ace1
50009,ChIJlwZYJEdlA2ARP-ELJAWfrFY,0x6003654724580697:0x56ac9f05240be13f
49235,ChIJ1_CJXU5lA2ARgB1ZIbegVXw,0x6003654e5d89f0d7:0x7c55a0b721591d80
49960,ChIJxdxYKKhlA2ARuRaFfu1t5Tk,0x600365a82858dcc5:0x39e56ded7e8516b9
50004,ChIJ6bQvlT5lA2ARpuF73rHDD1g,0x6003653e952fb4e9:0x580fc3b1de7be1a6
49999,ChIJD38Z3EVlA2ARHqKESYgXjfA,0x60036545dc197f0f:0xf08d17884984a21e
49980,ChIJ_3zj9i9lA2ARWH654YZGtFU,0x6003652ff6e37cff:0x55b44686e1b97e58
49962,ChIJX1IchJtlA2AR-1J4JoX0oPc,0x6003659b841c525f:0xf7a0f485267852fb
49951,ChIJAQCMDYJlA2ARA6aaa45wyxo,0x600365820d8c0001:0x1acb708e6b9aa603
49963,ChIJIfdZSYNlA2ARFLZo0_n6Glc,0x600365834959f721:0x571afaf9d368b614
49966,ChIJl_t0YYZvA2ARLwIYL4hl7kw,0x60036f866174fb97:0x4cee65882f18022f
49753,ChIJM72M401lA2AR2MsDz_W6I6c,0x6003654de38cbd33:0xa723baf5cf03cbd8
49972,ChIJp47BpoNlA2ARfK_nA5gon4g,0x60036583a6c18ea7:0x889f289803e7af7c
49986,ChIJb3igtV9lA2ARgGYQjTlvQqI,0x6003655fb5a0786f:0xa2426f398d106680
49971,ChIJfcFFGIJlA2ARhtbdJGiFe-U,0x600365821845c17d:0xe57b856824ddd686
49965,ChIJc43doOplA2AR_m_FooSl8Fs,0x600365eaa0dd8d73:0x5bf0a584a2c56ffe
50023,ChIJOUjbYudvA2AR1GPtKrQzVHk,0x60036fe762db4839:0x795433b42aed63d4
49993,ChIJ2_MOXnNlA2ARkNi99lUzePo,0x600365735e0ef3db:0xfa783355f6bdd890
49969,ChIJjxcj6zJlA2ARjHApwedywWw,0x60036532eb23178f:0x6cc172e7c129708c
50290,ChIJEbqWxXh6A2ARL10UA_WAXaE,0x60037a78c596ba11:0xa15d80f503145d2f
50291,ChIJs18TQp1wA2ARGScFiht8M7E,0x6003709d42135fb3:0xb1337c1b8a052719
50307,ChIJKVtRYHZ6A2ARspPGb-WM0Dc,0x60037a7660515b29:0x37d08ce56fc693b2
50256,ChIJSyyIkHh6A2AR4qoo-IieeCg,0x60037a7890882c4b:0x28789e88f828aae2
50303,ChIJ3ejXk4JwA2ARwKmj9CumR-c,0x6003708293d7e8dd:0xe747a62bf4a3a9c0
49516,ChIJ1Su7X3h6A2ARjsM4KzdImLo,0x60037a785fbb2bd5:0xba9848372b38c38e
50295,ChIJfxl35YJwA2ARlNEopn8BoZE,0x60037082e577197f:0x91a1017fa628d194
50243,ChIJxahO6YFwA2ARUx_rvy3Zjag,0x60037081e94ea8c5:0xa88dd92dbfeb1f53
50297,ChIJifOd-IRwA2AR5srjs-r2P_Y,0x60037084f89df389:0xf63ff6eab3e3cae6
50296,ChIJFRLw-X56A2ARg1kMY9Hjz5c,0x60037a7ef9f01215:0x97cfe3d1630c5983
50280,ChIJ-6QLdoZxA2AR1DYHyhPGEEI,0x60037186760ba4fb:0x4210c613ca0736d4
50239,ChIJ2yyKMIl6A2ARl1GrkUs85X4,0x60037a89308a2cdb:0x7ee53c4b91ab5197
50263,ChIJXcowyKRwA2ARmh3C_yZpnh4,0x600370a4c830ca5d:0x1e9e6926ffc21d9a
50251,ChIJQ2YjZpN6A2ARfCUSI3kybCI,0x60037a9366236643:0x226c32792312257c
50305,ChIJoZiBsqNwA2ARk0gBk87g5Ro,0x600370a3b28198a1:0x1ae5e0ce93014893
50245,ChIJt3TUUpR6A2AReve0Dh4-gyE,0x60037a9452d474b7:0x21833e1e0eb4f77a
50274,ChIJ0086wZN6A2AR4xZywUGeh-U,0x60037a93c13a4fd3:0xe5879e41c17216e3
50254,ChIJbQLwuAh7A2ARByiWH4M7nGU,0x60037b08b8f0026d:0x659c3b831f962807
50276,ChIJBQtsjH17A2ARgWHbx-jNl1c,0x60037b7d8c6c0b05:0x5797cde8c7db6181
49349,ChIJRfO2hl16A2ARhTn2jBzeaH4,0x60037a5d86b6f345:0x7e68de1c8cf63985
50673,ChIJQw-n6bh2A2ARw5u5NbKA8l0,0x600376b8e9a70f43:0x5df280b235b99bc3
50620,ChIJDzuWELt2A2AR8iFs1c2zGWo,0x600376bb10963b0f:0x6a19b3cdd56c21f2
50619,ChIJq6oGurx2A2ARCGf5IftlKrE,0x600376bcba06aaab:0xb12a65fb21f96708
50692,ChIJ1b_bk752A2ARgFL-OYBYyUI,0x600376be93dbbfd5:0x42c9588039fe5280
82351,ChIJ6aDmXtaXBGAR6q_g0NSmVn4,0x600497d65ee6a0e9:0x7e56a6d4d0e0afea
82217,ChIJ27oVg5xzA2AR9csCIrMEx50,0x6003739c8315badb:0x9dc704b32202cbf5
76850,ChIJd8zEendzA2ARfkol2SPKUdI,0x600373777ac4cc77:0xd251ca23d9254a7e
82129,ChIJKfOlVXtzA2ARrG8PuD_5ckM,0x6003737b55a5f329:0x4372f93fb80f6fac
82218,ChIJx4QoSXdzA2ARqLGZVhwzizI,0x60037377492884c7:0x328b331c5699b1a8
82219,ChIJKc7LEXlzA2ARQBh15KeTYEY,0x6003737911cbce29:0x466093a7e4751840
80566,ChIJibV_ynR9A2AREUuJ8OU5_44,0x60037d74ca7fb589:0x8eff39e5f0894b11
82166,ChIJGQFwuCSDBGARqmv1cdkcUK4,0x60048324b8700119:0xae501cd971f56baa
80547,ChIJgS0q_jeDBGAR-brbvj7H3GA,0x60048337fe2a2d81:0x60dcc73ebedbbaf9
76875,ChIJ6TvuCi6DBGARLpjaV18gvZk,0x6004832e0aee3be9:0x99bd205f57da982e
50993,ChIJMbMcStK8BGAR7OeZD0BqexA,0x6004bcd24a1cb331:0x107b6a400f99e7ec
50973,ChIJqQQ3Xt28BGARiYEg0489_6A,0x6004bcdd5e3704a9:0xa0ff3d8fd3208189
50943,ChIJzQQCfRm9BGARY2h35S7hbEQ,0x6004bd197d0204cd:0x446ce12ee5776863
50944,ChIJz3AUFKe9BGARNx83kEK_DQg,0x6004bda7141470cf:0x80dbf4290371f37
50963,ChIJp3P7hjy9BGARExbJ3AvIUI4,0x6004bd3c86fb73a7:0x8e50c80bdcc91613
50953,ChIJ75xNbhq9BGARSeLS6EWEqtY,0x6004bd1a6e4d9cef:0xd6aa8445e8d2e249
50957,ChIJO64Xc8K9BGARuogePTzARKQ,0x6004bdc27317ae3b:0xa444c03c3d1e88ba
50980,ChIJm1jA7Uq8BGAREuIxmU7zTgo,0x6004bc4aedc0589b:0xa4ef34e9931e212
50951,ChIJwxpN6I29BGARiBlJwLdzarM,0x6004bd8de84d1ac3:0xb36a73b7c0491988
50988,ChIJrWVkLACjBGAROJcjrtZhYe8,0x6004a3002c6465ad:0xef6161d6ae239738
50964,ChIJu7AZLAC9BGAR60YmqFETtX4,0x6004bd002c19b0bb:0x7eb51351a82646eb
51085,ChIJA-jAJbmiBGARZP18WN3i2QA,0x6004a2b925c0e803:0xd9e2dd587cfd64
50946,ChIJoce-cQq9BGARDSb6hn0uBcs,0x6004bd0a71bec7a1:0xcb052e7d86fa260d
50954,ChIJ6YDbmWeWBGARjuexIaHa_ZY,0x6004966799db80e9:0x96fddaa121b1e78e
51029,ChIJZdq21GW9BGARbjxl2Ze-JSM,0x6004bd65d4b6da65:0x2325be97d9653c6e
51026,ChIJc61xp6-iBGARdC4EwBguey0,0x6004a2afa771ad73:0x2d7b2e18c0042e74
51093,ChIJJ1kIQxG5BGARLO3YiLc9-Rk,0x6004b91143085927:0x19f93db788d8ed2c
51081,ChIJqWdZlhy9BGAR0b4zii58jFM,0x6004bd1c965967a9:0x538c7c2e8a33bed1
50989,ChIJm5IlXO6jBGARGp8bOc01W6o,0x6004a3ee5c25929b:0xaa5b35cd391b9f1a
51100,ChIJ5X9DkHq9BGARxCIsvXgM5y8,0x6004bd7a90437fe5:0x2fe70c78bd2c22c4
80511,ChIJx9-EQTZiA2ARpIHFiUMdsZU,0x600362364184dfc7:0x95b11d4389c581a4
82154,ChIJUSAURGM0G2AR99yFKTmPj-w,0x601b346344142051:0xec8f8f392985dcf7
51197,ChIJXcVlOmU0G2ARFPPIU9BTQnM,0x601b34653a65c55d:0x734253d053c8f314
82352,ChIJNWx0fmQ0G2ARUfJ0GJgSgb8,0x601b34647e746c35:0xbf8112981874f251
51196,ChIJbbORwRI0G2ARtdhkBT0opHM,0x601b3412c191b36d:0x73a4283d0564d8b5
51244,ChIJHZDmb2o0G2AR569e45EPkNc,0x601b346a6fe6901d:0xd7900f91e35eafe7
51197,ChIJXcVlOmU0G2ARFPPIU9BTQnM,0x601b34653a65c55d:0x734253d053c8f314
51198,ChIJYdB92mk0G2ARPuzrmh2yHXo,0x601b3469da7dd061:0x7a1db21d9aebec3e
82353,ChIJ8WFutDg0G2ARsC69ryGPnWM,0x601b3438b46e61f1:0x639d8f21afbd2eb0
82153,ChIJ8wdAWW40G2ARGbR1NkbJLgo,0x601b346e594007f3:0xa2ec9463675b419
82154,ChIJUSAURGM0G2AR99yFKTmPj-w,0x601b346344142051:0xec8f8f392985dcf7
51195,ChIJe2wbIuI5G2ARd3WGS_8MLM8,0x601b39e2221b6c7b:0xcf2c0cff4b867577
51241,ChIJR0fQp700G2ARewbN-j7geNo,0x601b34bda7d04747:0xda78e03efacd067b
51210,ChIJGXUa9Ys0G2ARn9CgL9MJOsg,0x601b348bf51a7519:0xc83a09d32fa0d09f
82263,ChIJszJ6rW00G2AR-Xi2JmMY74s,0x601b346dad7a32b3:0x8bef186326b678f9
51245,ChIJi3BNgMozG2ARzHC4jjwpRDY,0x601b33ca804d708b:0x3644293c8eb870cc
82354,ChIJT8popds5G2AR87x6UjESiAg,0x601b39dba568ca4f:0x8881231527abcf3
82152,ChIJaz6s8HE0G2ARKi-TW0bMJTg,0x601b3471f0ac3e6b:0x3825cc465b932f2a
51208,ChIJqTNYC9A2G2ARcIIMTZJsntk,0x601b36d00b5833a9:0xd99e6c924d0c8270
82355,ChIJ5ev20ui0BGARe5b9I_qRHoU,0x6004b4e8d2f6ebe5:0x851e91fa23fd967b
82356,ChIJGd78BLozG2AREG7TGwZ5sBI,0x601b33ba04fcde19:0x12b079061bd36e10
82357,ChIJ65VRYQRPG2ARVRFlgpu7ou0,0x601b4f04615195eb:0xeda2bb9b82651155
82307,ChIJnWFB4j5PG2ARNZDUmwEoV1I,0x601b4f3ee241619d:0x525728019bd49035
74750,ChIJ0Q7Sg-ljA2AR50B845CiXZo,0x600363e983d20ed1:0x9a5da290e37c40e7
74744,ChIJqZML08BjA2ARbUtaF1y2LaE,0x600363c0d30b93a9:0xa12db65c175a4b6d
74748,ChIJewjndgZjA2ARIL6DKFiwvgk,0x6003630676e7087b:0x9beb0582883be20
74746,ChIJbWQC-WNhA2ARMwSc3WE9O7I,0x60036163f902646d:0xb23b3d61dd9c0433
80496,ChIJzTundtFjA2ARL7dymORDelY,0x600363d176a73bcd:0x567a43e49872b72f
